topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,LLM_outsourcing_overridden,human_outsourcing_overridden,ai_orch_agreement,human_orch_agreement,self_orch_agreement,recommendation,recommendation_lists,incorrect_answers_by_category,user_self
elementary_mathematics,A,C,C,C,False,True,,False,,True,,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""43/53"",""31/50"",""17/20""],""high_school_mathematics"":[""36/61"",""23/52"",""3/6""],""college_mathematics"":[""24/53"",""31/61"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,C,B,C,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""43/53"",""31/50"",""17/20""],""high_school_mathematics"":[""36/61"",""23/52"",""3/6""],""college_mathematics"":[""24/53"",""31/62"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,D,A,A,A,False,True,,False,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""43/53"",""31/50"",""17/20""],""high_school_mathematics"":[""36/61"",""23/52"",""3/6""],""college_mathematics"":[""25/54"",""31/62"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""43/53"",""31/50"",""18/21""],""high_school_mathematics"":[""36/61"",""23/52"",""3/6""],""college_mathematics"":[""25/54"",""31/62"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
high_school_mathematics,B,B,B,B,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""43/53"",""31/50"",""18/21""],""high_school_mathematics"":[""37/62"",""23/52"",""3/6""],""college_mathematics"":[""25/54"",""31/62"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,D,D,D,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""43/53"",""31/50"",""18/21""],""high_school_mathematics"":[""37/62"",""23/52"",""3/6""],""college_mathematics"":[""25/54"",""32/63"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,C,C,C,C,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""43/53"",""31/50"",""18/21""],""high_school_mathematics"":[""38/63"",""23/52"",""3/6""],""college_mathematics"":[""25/54"",""32/63"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,B,B,B,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""43/53"",""31/50"",""18/21""],""high_school_mathematics"":[""38/63"",""23/52"",""3/6""],""college_mathematics"":[""25/54"",""33/64"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,D,D,D,D,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""43/53"",""31/50"",""18/21""],""high_school_mathematics"":[""39/64"",""23/52"",""3/6""],""college_mathematics"":[""25/54"",""33/64"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
elementary_mathematics,D,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""43/53"",""31/50"",""19/22""],""high_school_mathematics"":[""39/64"",""23/52"",""3/6""],""college_mathematics"":[""25/54"",""33/64"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
high_school_mathematics,C,D,D,B,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""43/53"",""31/50"",""19/22""],""high_school_mathematics"":[""39/65"",""23/52"",""3/6""],""college_mathematics"":[""25/54"",""33/64"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,C,C,C,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""43/53"",""31/50"",""19/22""],""high_school_mathematics"":[""39/65"",""23/52"",""3/6""],""college_mathematics"":[""25/54"",""33/65"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,B,C,C,C,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""43/53"",""31/50"",""19/22""],""high_school_mathematics"":[""40/66"",""23/52"",""3/6""],""college_mathematics"":[""25/54"",""33/65"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,B,B,B,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""43/53"",""31/50"",""19/22""],""high_school_mathematics"":[""40/66"",""23/52"",""3/6""],""college_mathematics"":[""25/54"",""34/66"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,D,B,B,B,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""43/53"",""31/50"",""19/22""],""high_school_mathematics"":[""41/67"",""23/52"",""3/6""],""college_mathematics"":[""25/54"",""34/66"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,C,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""4 / 5""],""high_school_mathematics"":[""27/50"",""22/50"",""4/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":false}",True
elementary_mathematics,C,C,A,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""4/6""],""high_school_mathematics"":[""27/50"",""22/50"",""4/6""],""college_mathematics"":[""22/50"",""26/50"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true}",True
college_mathematics,A,A,A,A,False,False,,,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""4/6""],""high_school_mathematics"":[""27/50"",""22/50"",""4/6""],""college_mathematics"":[""22/50"",""26/50"",""3/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}",True
elementary_mathematics,B,B,B,B,True,False,False,,,False,,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""32/51"",""4/6""],""high_school_mathematics"":[""27/50"",""22/50"",""4/6""],""college_mathematics"":[""22/50"",""26/50"",""3/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
college_mathematics,C,D,D,D,False,False,,,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""32/51"",""4/6""],""high_school_mathematics"":[""27/50"",""22/50"",""4/6""],""college_mathematics"":[""22/50"",""26/50"",""4/7""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
college_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/51"",""4/6""],""high_school_mathematics"":[""27/50"",""22/50"",""4/6""],""college_mathematics"":[""22/50"",""26/50"",""5/8""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
college_mathematics,C,B,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/51"",""4/6""],""high_school_mathematics"":[""27/50"",""22/50"",""4/6""],""college_mathematics"":[""22/50"",""26/50"",""6/9""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
elementary_mathematics,D,D,D,D,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""32/51"",""5/7""],""high_school_mathematics"":[""27/50"",""22/50"",""4/6""],""college_mathematics"":[""22/50"",""26/50"",""6/9""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
college_mathematics,B,B,B,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/51"",""5/7""],""high_school_mathematics"":[""27/50"",""22/50"",""4/6""],""college_mathematics"":[""22/50"",""26/50"",""6/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",True
elementary_mathematics,D,D,D,D,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""32/51"",""6/8""],""high_school_mathematics"":[""27/50"",""22/50"",""4/6""],""college_mathematics"":[""22/50"",""26/50"",""6/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",True
elementary_mathematics,A,C,C,C,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""32/51"",""7/9""],""high_school_mathematics"":[""27/50"",""22/50"",""4/6""],""college_mathematics"":[""22/50"",""26/50"",""6/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",True
elementary_mathematics,B,B,B,B,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""32/51"",""8/10""],""high_school_mathematics"":[""27/50"",""22/50"",""4/6""],""college_mathematics"":[""22/50"",""26/50"",""6/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",True
high_school_mathematics,B,D,A,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/51"",""8/10""],""high_school_mathematics"":[""27/50"",""22/50"",""4/7""],""college_mathematics"":[""22/50"",""26/50"",""6/10""]}","{""high_school_mathematics"":true,""elementary_mathematics"":false,""college_mathematics"":true}",True
high_school_mathematics,C,B,B,B,True,False,True,,,False,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""32/51"",""8/10""],""high_school_mathematics"":[""27/50"",""23/51"",""4/7""],""college_mathematics"":[""22/50"",""26/50"",""6/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",False
high_school_mathematics,B,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/51"",""8/10""],""high_school_mathematics"":[""27/50"",""23/51"",""5/8""],""college_mathematics"":[""22/50"",""26/50"",""6/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",True
high_school_mathematics,B,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/51"",""8/10""],""high_school_mathematics"":[""27/50"",""23/51"",""6/9""],""college_mathematics"":[""22/50"",""26/50"",""6/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",True
elementary_mathematics,A,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/51"",""9/11""],""high_school_mathematics"":[""27/50"",""23/51"",""6/9""],""college_mathematics"":[""22/50"",""26/50"",""6/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",True
high_school_mathematics,D,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/51"",""9/11""],""high_school_mathematics"":[""27/50"",""23/51"",""7/10""],""college_mathematics"":[""22/50"",""26/50"",""6/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}",True
college_mathematics,C,C,C,C,True,False,False,,True,,,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""32/51"",""9/11""],""high_school_mathematics"":[""27/50"",""23/51"",""7/10""],""college_mathematics"":[""22/50"",""27/51"",""6/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
high_school_mathematics,C,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/51"",""9/11""],""high_school_mathematics"":[""27/50"",""23/51"",""8/11""],""college_mathematics"":[""22/50"",""27/51"",""6/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",True
high_school_mathematics,C,B,B,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/51"",""9/11""],""high_school_mathematics"":[""27/50"",""23/51"",""8/12""],""college_mathematics"":[""22/50"",""27/51"",""6/10""]}","{""high_school_mathematics"":true,""elementary_mathematics"":false,""college_mathematics"":false}",True
elementary_mathematics,D,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""32/51"",""10/12""],""high_school_mathematics"":[""27/50"",""23/51"",""8/12""],""college_mathematics"":[""22/50"",""27/51"",""6/10""]}","{""high_school_mathematics"":true,""elementary_mathematics"":false,""college_mathematics"":false}",True
high_school_mathematics,A,C,C,C,True,False,True,,,False,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""32/51"",""10/12""],""high_school_mathematics"":[""27/50"",""24/52"",""8/12""],""college_mathematics"":[""22/50"",""27/51"",""6/10""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}",False
